"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","Femenino","Masculino","Total Estudiantes"
"5","JOVINA NARANJO FERNANDEZ","15101","ARICA","10","19","29"
"8","COLEGIO INTEGRADO EDUARDO FREI MONTALVA","15101","ARICA","13","11","24"
"9","ESCUELA REPUBLICA DE ISRAEL","15101","ARICA","72","78","150"
"10","ESCUELA REPUBLICA DE FRANCIA","15101","ARICA","16","0","16"
"11","ESC. GRAL. PEDRO LAGOS MARCHANT","15101","ARICA","21","17","38"
"12","ESCUELA GRAL JOSE MIGUEL CARRERA","15101","ARICA","20","11","31"
"13","ESCUELA MANUEL RODRIGUEZ ERDOYZA","15101","ARICA","8","17","25"
"14","ESCUELA ROMULO J. PENA MATURANA","15101","ARICA","8","17","25"
"15","LICEO ARTISTICO DR. JUAN NOE CREVANI","15101","ARICA","19","18","37"
"16","ESCUELA REGIMIENTO RANCAGUA","15101","ARICA","9","14","23"
"17","ESCUELA SUBTTE. LUIS CRUZ MARTINEZ","15101","ARICA","16","14","30"
"18","ESC. COMTE. JUAN JOSE SAN MARTIN","15101","ARICA","17","22","39"
"19","ESC. HUMBERTO VALENZUELA GARCIA","15101","ARICA","24","15","39"
"20","ESCUELA TUCAPEL","15101","ARICA","14","29","43"
"22","ESCUELA GABRIELA MISTRAL","15101","ARICA","39","48","87"
"25","COLEGIO CENTENARIO DE ARICA","15101","ARICA","22","23","45"
"26","ESCUELA REPUBLICA DE ARGENTINA","15101","ARICA","7","10","17"
"27","ESCUELA ESMERALDA","15101","ARICA","11","18","29"
"28","ESCUELA RICARDO SILVA ARRIAGADA","15101","ARICA","35","30","65"
"29","ESCUELA AMERICA","15101","ARICA","23","27","50"
"31","ESCUELA DARIO SALAS DIAZ","15101","ARICA","20","21","41"
"32","LICEO AGRICOLA JOSE ABELARDO NUNEZ M.","15101","ARICA","22","25","47"
"33","ESCUELA CARLOS CONDELL DE LA HAZA","15101","ARICA","10","10","20"
"36","ESCUELA IGNACIO CARRERA PINTO","15101","ARICA","16","19","35"
"38","ESCUELA ESPAÑA","15101","ARICA","20","20","40"
"72","LICEO  VALLE DE CODPA","15102","CAMARONES","1","4","5"
"78","LICEO GRANADEROS","15201","PUTRE","9","15","24"
"79","ESCUELA EL MARQUEZ","15201","PUTRE","0","4","4"
"90","ESCUELA INTERNADO VISVIRI","15202","GENERAL LAGOS","4","4","8"
"103","ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA","1101","IQUIQUE","30","24","54"
"106","INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL","1101","IQUIQUE","9","9","18"
"110","LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.","1101","IQUIQUE","33","36","69"
"111","ESCUELA GABRIELA MISTRAL","1101","IQUIQUE","14","23","37"
"112","ESCUELA EDUARDO LLANOS","1101","IQUIQUE","42","30","72"
"113","ESCUELA ALMIRANTE PATRICIO LYNCH","1101","IQUIQUE","41","56","97"
"114","ESCUELA PLACIDO VILLARROEL","1101","IQUIQUE","31","39","70"
"116","COLEGIO REPUBLICA DE CROACIA","1101","IQUIQUE","28","35","63"
"117","ESCUELA PAULA JARAQUEMADA ALQUIZAR","1101","IQUIQUE","16","20","36"
"119","ESCUELA CENTENARIO","1101","IQUIQUE","13","17","30"
"122","ESCUELA THILDA PORTILLO OLIVARES","1101","IQUIQUE","22","14","36"
"123","COLEGIO ESPANA","1101","IQUIQUE","17","33","50"
"125","ESCUELA PROFESOR MANUEL CASTRO RAMOS","1101","IQUIQUE","49","52","101"
"126","COLEGIO REPUBLICA DE ITALIA","1101","IQUIQUE","26","29","55"
"156","ESCUELA PISAGUA","1404","HUARA","4","1","5"
"160","ESCUELA PACHICA","1404","HUARA","1","3","4"
"161","LICEO DE HUARA","1404","HUARA","16","15","31"
"167","ESCUELA CAMINA","1402","CAMIÑA","5","8","13"
"178","LICEO TECNICO PROFESIONAL COLCHANE","1403","COLCHANE","9","7","16"
"187","ESCUELA VERTIENTE DEL SABER","1405","PICA","7","14","21"
"188","ESC. MATILLA DE NUEVA EXTREMADURA","1405","PICA","9","6","15"
"192","ESCUELA BASICA MAMINA","1401","POZO ALMONTE","4","1","5"
"193","ESCUELA BASICA POZO ALMONTE","1401","POZO ALMONTE","31","24","55"
"195","ESCUELA BASICA LA TIRANA","1401","POZO ALMONTE","10","13","23"
"196","ESCUELA BASICA HUATACONDO","1401","POZO ALMONTE","4","0","4"
"198","ESCUELA BASICA LA HUAYCA","1401","POZO ALMONTE","5","6","11"
"199","LICEO DOMINGO LATRILLE LASTAUNOU","2301","TOCOPILLA","1","2","3"
"201","ESCUELA CARLOS CONDELL DE LA HAZA","2301","TOCOPILLA","22","25","47"
"203","ESCUELA PABLO NERUDA","2301","TOCOPILLA","30","30","60"
"204","ESCUELA L.GRAL.BERNARDO O´HIGGINS R.","2301","TOCOPILLA","23","20","43"
"205","ESCUELA ARTURO PRAT CHACON","2301","TOCOPILLA","22","16","38"
"206","ESCUELA ESTADOS UNIDOS DE NORTEAMERICA","2301","TOCOPILLA","12","20","32"
"210","ESCUELA ARTURO PEREZ CANTO","2302","MARIA ELENA","41","49","90"
"222","CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A","2201","CALAMA","8","6","14"
"223","ESCUELA CLAUDIO ARRAU","2201","CALAMA","37","41","78"
"224","ESCUELA GRECIA","2201","CALAMA","55","52","107"
"225","ESCUELA REPUBLICA DE BOLIVIA","2201","CALAMA","33","53","86"
"226","ESCUELA BASICA EMILIO SOTOMAYOR","2201","CALAMA","65","62","127"
"227","ESCUELA BASICA PRESIDENTE BALMACEDA","2201","CALAMA","66","90","156"
"228","ESCUELA BASICA VADO DE TOPATER","2201","CALAMA","36","36","72"
"229","ESCUELA REPUBLICA DE CHILE","2201","CALAMA","27","45","72"
"230","ESCUELA BASICA ANDRES BELLO","2201","CALAMA","34","29","63"
"231","ESCUELA BASICA JOHN FITZGERALD KENNEDY","2201","CALAMA","31","30","61"
"232","ESCUELA BASICA PEDRO VERGARA KELLER","2201","CALAMA","25","41","66"
"239","ESCUELA BASICA 21 DE MAYO","2201","CALAMA","31","37","68"
"240","ESCUELA BASICA REPUBLICA DE FRANCIA","2201","CALAMA","38","41","79"
"246","ESCUELA BASICA SENORA DE LA CANDELARIA","2201","CALAMA","0","1","1"
"252","ESCUELA BASICA SAN FRANCISCO","2201","CALAMA","6","5","11"
"268","ESC. BASICA RURAL SAN ANTONIO DE PADUA","2202","OLLAGÜE","1","0","1"
"270","COMPLEJO EDUCACIONAL TOCONAO","2203","SAN PEDRO DE ATACAMA","10","14","24"
"274","ESCUELA BASICA SAN ROQUE","2203","SAN PEDRO DE ATACAMA","2","2","4"
"280","LICEO COMERCIAL JERARDO MUNOZ CAMPO","2101","ANTOFAGASTA","13","15","28"
"284","LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA","2101","ANTOFAGASTA","27","35","62"
"285","LICEO MARTA NAREA DIAZ","2101","ANTOFAGASTA","26","20","46"
"287","LICEO DOMINGO HERRERA RIVERA","2101","ANTOFAGASTA","25","9","34"
"288","ESCUELA JAPON","2101","ANTOFAGASTA","60","47","107"
"289","ESCUELA ESPANA","2101","ANTOFAGASTA","27","47","74"
"291","ESCUELA PADRE GUSTAVO LE PAIGE WALQUE","2101","ANTOFAGASTA","69","74","143"
"292","ESCUELA REPUBLICA DE ITALIA","2101","ANTOFAGASTA","37","29","66"
"293","ESCUELA JOSE PAPIC RADNIC","2101","ANTOFAGASTA","72","69","141"
"294","ESCUELA PROFESORA LJUBICA DOMIC WUTH","2101","ANTOFAGASTA","48","47","95"
"296","ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS","2101","ANTOFAGASTA","32","36","68"
"297","ESCUELA ALCALDE MAXIMILIANO POBLETE","2101","ANTOFAGASTA","16","38","54"
"298","ESCUELA DARIO SALAS DIAZ","2101","ANTOFAGASTA","21","27","48"
"301","ESCUELA ROMULO J. PENA MATURANA","2101","ANTOFAGASTA","19","25","44"
"302","ESCUELA JUAN LOPEZ","2101","ANTOFAGASTA","16","14","30"
"303","ESCUELA REPUBLICA ARGENTINA","2101","ANTOFAGASTA","16","22","38"
"304","LICEO ANDRES SABELLA","2101","ANTOFAGASTA","68","66","134"
"305","ESCUELA GONZALEZ ECHEGOYEN","2101","ANTOFAGASTA","56","46","102"
"306","ESCUELA HUANCHACA","2101","ANTOFAGASTA","19","23","42"
"310","ESCUELA CLAUDIO MATTE PEREZ","2101","ANTOFAGASTA","25","22","47"
"312","ESCUELA ECUADOR","2101","ANTOFAGASTA","38","32","70"
"313","ESCUELA ARTURO PRAT","2101","ANTOFAGASTA","59","57","116"
"315","ESCUELA HEROES DE LA CONCEPCION","2101","ANTOFAGASTA","17","17","34"
"317","ESCUELA LAS ROCAS","2101","ANTOFAGASTA","50","54","104"
"318","ESCUELA EDDA CUNEO DONNAGIO","2101","ANTOFAGASTA","10","14","24"
"319","ESCUELA LA BANDERA","2101","ANTOFAGASTA","38","37","75"
"320","ESCUELA ARMANDO CARRERA GONZALEZ","2101","ANTOFAGASTA","30","29","59"
"322","ESCUELA GENERAL MANUEL BAQUEDANO","2101","ANTOFAGASTA","21","23","44"
"324","ESCUELA FUNDACION MINERA ESCONDIDA","2101","ANTOFAGASTA","15","22","37"
"326","ESCUELA SANTIAGO AMENGUAL B.","2101","ANTOFAGASTA","10","18","28"
"329","INSTITUTO CIENTÍFICO EDUCACIONAL JOSÉ MAZA SANCHO","2101","ANTOFAGASTA","17","18","35"
"332","ESCUELA GABRIELA MISTRAL","2101","ANTOFAGASTA","17","10","27"
"367","COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT","2102","MEJILLONES","23","19","42"
"368","ESCUELA BASICA JULIA HERRERA VARAS","2102","MEJILLONES","37","27","64"
"370","ESCUELA ESTACION BAQUEDANO","2103","SIERRA GORDA","4","7","11"
"371","ESCUELA CARACOLES","2103","SIERRA GORDA","3","3","6"
"372","LICEO POLITECNICO JOSE MIGUEL QUIROZ","2104","TALTAL","30","48","78"
"373","LICEO JUAN CORTES-MONROY CORTES","2104","TALTAL","47","45","92"
"380","ESCUELA BASICA DIEGO PORTALES PALAZUELOS","3201","CHAÑARAL","8","22","30"
"381","ESCUELA BASICA PEDRO LUJAN","3201","CHAÑARAL","4","8","12"
"382","ESCUELA BASICA GASPAR CABRALES","3201","CHAÑARAL","16","12","28"
"386","ESCUELA ALIRO LAMAS CASTILLO","3202","DIEGO DE ALMAGRO","44","42","86"
"387","ESC. BASICA EMPERATRIZ SEPULVEDA LANDEROS","3202","DIEGO DE ALMAGRO","0","1","1"
"400","LICEO MERCEDES FRITIS MACKENNEY","3101","COPIAPO","75","63","138"
"401","ESCUELA BERNARDO O HIGGINS","3101","COPIAPO","40","48","88"
"403","ESCUELA LAURA ROBLES SILVA","3101","COPIAPO","20","35","55"
"405","ESCUELA LOS ESTANDARTES","3101","COPIAPO","19","23","42"
"406","ESCUELA VICENTE SEPULVEDA ROJO","3101","COPIAPO","28","25","53"
"407","ESCUELA JESUS FERNANDEZ HIDALGO","3101","COPIAPO","14","25","39"
"408","ESCUELA PEDRO LEON GALLO","3101","COPIAPO","42","50","92"
"410","ESCUELA JOSE MANSO DE VELASCO","3101","COPIAPO","27","32","59"
"411","ESCUELA LAS CANTERAS","3101","COPIAPO","20","31","51"
"413","ESCUELA LAS BRISAS","3101","COPIAPO","3","13","16"
"415","LICEO DE MUSICA","3101","COPIAPO","56","33","89"
"416","ESCUELA ABRAHAM SEPULVEDA PIZARRO","3101","COPIAPO","24","33","57"
"417","COLEGIO BUEN PASTOR","3101","COPIAPO","22","36","58"
"418","ESCUELA ISABEL PENA MORALES","3101","COPIAPO","39","40","79"
"419","ESCUELA HERNAN MARQUEZ HUERTA","3101","COPIAPO","49","44","93"
"420","ESCUELA FUNDICION PAIPOTE","3101","COPIAPO","19","18","37"
"421","ESCUELA BRUNO ZAVALA FREDES","3101","COPIAPO","36","52","88"
"423","ESCUELA SAN PEDRO","3101","COPIAPO","9","8","17"
"427","ESCUELA LUIS CRUZ MARTINEZ","3101","COPIAPO","9","26","35"
"441","ESCUELA DE CONCENTRACION","3103","TIERRA AMARILLA","11","9","20"
"442","ESCUELA VICTOR MANUEL SANCHEZ CABANAS","3103","TIERRA AMARILLA","18","18","36"
"444","ESCUELA LUIS URIBE ORREGO","3103","TIERRA AMARILLA","11","18","29"
"450","ESCUELA HERMANOS CARRERA","3301","VALLENAR","8","13","21"
"452","ESCUELA GABRIELA MISTRAL","3301","VALLENAR","16","16","32"
"453","ESCUELA IGNACIO CARRERA PINTO","3301","VALLENAR","43","32","75"
"454","ESCUELA GREGORIO CASTILLO MARÍN","3301","VALLENAR","40","41","81"
"455","ESCUELA REPUBLICA DE LOS E.E.U.U.","3301","VALLENAR","7","18","25"
"458","ESCUELA ARTURO PEREZ CANTO","3301","VALLENAR","10","17","27"
"459","ESCUELA BASICA ESPANA","3301","VALLENAR","25","40","65"
"461","ESCUELA LUIS CRUZ MARTINEZ","3301","VALLENAR","9","13","22"
"462","ESCUELA JOSE CAROCA LAFLOR","3301","VALLENAR","12","13","25"
"463","ESCUELA BASICA ROBERTO CUADRA ALQUINTA","3301","VALLENAR","12","2","14"
"464","ESCUELA BASICA GUALBERTO KONG FERNANDEZ","3301","VALLENAR","33","38","71"
"469","ESCUELA BASICA JUSTINO LEIVA AMOR","3301","VALLENAR","2","4","6"
"481","ESCUELA BASICA ALEJANDRO NOEMI HUERTA","3303","FREIRINA","16","13","29"
"487","ESCUELA BASICA JOSE MIGUEL CARRERA","3304","HUASCO","13","13","26"
"489","ESCUELA EL OLIVAR","3304","HUASCO","14","15","29"
"490","ESCUELA PABLO NERUDA","3304","HUASCO","0","1","1"
"493","EDUCADOR ARTURO ALVEAR RAMOS","3302","ALTO DEL CARMEN","5","12","17"
"499","ESCUELA RICARDO CAMPILLAY CONTRERAS","3302","ALTO DEL CARMEN","13","9","22"
"516","LICEO GABRIELA MISTRAL DE LA SERENA","4101","LA SERENA","10","5","15"
"517","LICEO GREGORIO CORDOVEZ","4101","LA SERENA","22","25","47"
"519","COLEGIO ARTURO PRAT CHACON","4101","LA SERENA","30","38","68"
"521","COLEGIO VICTOR DOMINGO SILVA","4101","LA SERENA","18","15","33"
"522","COLEGIO JAVIERA CARRERA","4101","LA SERENA","40","0","40"
"523","ESCUELA ALONSO DE ERCILLA","4101","LA SERENA","18","18","36"
"525","COLEGIO JAPON","4101","LA SERENA","10","28","38"
"526","COLEGIO JOSE MANUEL BALMACEDA","4101","LA SERENA","18","21","39"
"527","COLEGIO HEROES DE LA CONCEPCION","4101","LA SERENA","10","16","26"
"528","ESCUELA GERMAN RIESCO","4101","LA SERENA","25","0","25"
"530","COLEGIO GABRIEL GONZALEZ VIDELA","4101","LA SERENA","17","33","50"
"531","COLEGIO PEDRO AGUIRRE CERDA","4101","LA SERENA","15","10","25"
"532","CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO","4101","LA SERENA","24","28","52"
"533","COLEGIO DARIO SALAS","4101","LA SERENA","3","11","14"
"534","COLEGIO VILLA SAN BARTOLOME","4101","LA SERENA","13","16","29"
"535","COLEGIO JOSE MIGUEL CARRERA","4101","LA SERENA","16","20","36"
"536","COLEGIO BERNARDA MORIN","4101","LA SERENA","10","11","21"
"539","COLEGIO DE ALGARROBITO","4101","LA SERENA","3","5","8"
"540","ESCUELA DE ISLON","4101","LA SERENA","2","3","5"
"542","ESCUELA DE LAMBERT","4101","LA SERENA","5","6","11"
"543","COLEGIO ALTOVALSOL","4101","LA SERENA","2","8","10"
"546","COLEGIO COQUIMBITO","4101","LA SERENA","6","2","8"
"548","ESCUELA DE COLONIA ALFALFARES","4101","LA SERENA","2","4","6"
"551","ESCUELA DE LAS ROJAS","4101","LA SERENA","5","6","11"
"556","ESCUELA DE ROMERO","4101","LA SERENA","5","3","8"
"557","ESCUELA DE SATURNO","4101","LA SERENA","10","10","20"
"560","COLEGIO QUEBRADA DE TALCA","4101","LA SERENA","3","6","9"
"562","COLEGIO CALETA SAN PEDRO","4101","LA SERENA","4","4","8"
"578","LICEO IGNACIO CARRERA PINTO","4101","LA SERENA","2","3","5"
"597","ESCUELA BASICA PEDRO PABLO MUNOZ","4104","LA HIGUERA","9","19","28"
"599","ESCUELA JOSE SANTOS OSSA","4104","LA HIGUERA","7","11","18"
"602","ESCUELA BASICA CARLOS CONDELL","4104","LA HIGUERA","5","5","10"
"612","ESCUELA GUILLERMO CERECEDA","4102","COQUIMBO","9","10","19"
"613","COLEGIO DE ARTES CLAUDIO ARRAU","4102","COQUIMBO","23","31","54"
"614","ESCUELA PRESIDENTE ANIBAL PINTO","4102","COQUIMBO","19","29","48"
"615","ESCUELA COQUIMBO","4102","COQUIMBO","15","15","30"
"616","ESCUELA CARDENAL JOSE MARIA CARO","4102","COQUIMBO","31","43","74"
"617","COLEGIO SANTA CECILIA","4102","COQUIMBO","15","14","29"
"618","ESCUELA SANTO TOMAS DE AQUINO","4102","COQUIMBO","34","34","68"
"620","ESCUELA JOSE ALFARO ALFARO","4102","COQUIMBO","16","17","33"
"621","ESCUELA BASICA MARIO MUNOZ SILVA","4102","COQUIMBO","10","9","19"
"625","ESCUELA TOMASA OLIVARES CAAMANO","4102","COQUIMBO","12","19","31"
"626","ESCUELA BASICA DAVID LEON TAPIA","4102","COQUIMBO","33","21","54"
"628","ESCUELA DE PENUELAS","4102","COQUIMBO","15","14","29"
"629","COLEGIO PABLO NERUDA","4102","COQUIMBO","32","34","66"
"630","COLEGIO LA HERRADURA","4102","COQUIMBO","12","19","31"
"631","ESCUELA SAN RAFAEL","4102","COQUIMBO","27","12","39"
"632","ESCUELA BASICA MANUEL DE SALAS","4102","COQUIMBO","17","20","37"
"637","ESCUELA LUCILA GODOY ALCAYAGA","4102","COQUIMBO","8","17","25"
"644","ESCUELA DE PUERTO ALDEA","4102","COQUIMBO","1","1","2"
"657","ESCUELA LUIS CRUZ MARTINEZ","4103","ANDACOLLO","17","21","38"
"658","ESCUELA PATRICIO LYNCH","4103","ANDACOLLO","6","14","20"
"666","ESCUELA BASICA LUCILA GODOY ALCAYAGA","4106","VICUÑA","25","26","51"
"668","ESCUELA EDMUNDO VIDAL CARDENAS","4106","VICUÑA","13","16","29"
"669","ESCUELA NEFTALI REYES","4106","VICUÑA","7","9","16"
"671","ESCUELA RIOS DE ELQUI","4106","VICUÑA","13","14","27"
"672","ESCUELA DE DIAGUITAS JUAN TORRES M.","4106","VICUÑA","4","9","13"
"673","ESCUELA JOSE ABELARDO NUNEZ","4106","VICUÑA","10","9","19"
"680","ESCUELA FEDERICO BARNES PAYNE","4106","VICUÑA","1","4","5"
"682","ESCUELA DAGOBERTO CAMPOS NUNEZ","4106","VICUÑA","6","6","12"
"691","ESCUELA MUNICIPAL CIELO CLARO--PAIHUANO","4105","PAIGUANO","15","9","24"
"694","ESCUELA GABRIELA MISTRAL","4105","PAIGUANO","10","15","25"
"704","LICEO ALEJANDRO ALVAREZ JOFRE","4301","OVALLE","63","45","108"
"706","COLEGIO FRAY JORGE","4301","OVALLE","19","42","61"
"707","ESCUELA BASICA HELENE LANG","4301","OVALLE","53","0","53"
"708","ESCUELA ANTONIO TIRADO LANAS","4301","OVALLE","16","26","42"
"709","ESCUELA BASICA OSCAR ARAYA MOLINA","4301","OVALLE","14","15","29"
"710","ESCUELA BASICA JOSE TOMAS OVALLE B.","4301","OVALLE","10","20","30"
"711","ESCUELA GUARDIAMARINA ERNESTO RIQUELME V","4301","OVALLE","8","24","32"
"712","ESCUELA BÁSICA ARTURO ALESSANDRI PALMA","4301","OVALLE","24","36","60"
"713","ESCUELA ARTURO VILLALON SIEULANNE","4301","OVALLE","12","16","28"
"714","ESCUELA BASICA VISTA HERMOSA","4301","OVALLE","15","21","36"
"715","ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME","4301","OVALLE","6","9","15"
"716","ESC.PADRE JOSEPH BENEDIKT STEGMEIER","4301","OVALLE","8","9","17"
"718","ESCUELA MARCOS MACUADA OGALDE","4301","OVALLE","4","6","10"
"721","ESCUELA BASICA FLORENCIO ESPINOZA LOPEZ","4301","OVALLE","39","28","67"
"722","ESC. HEBERTO VELAZQUEZ VELAZQUEZ","4301","OVALLE","8","7","15"
"725","ESCUELA EL CRISOL","4301","OVALLE","5","15","20"
"729","ESCUELA BASICA LOS OLIVOS","4301","OVALLE","11","5","16"
"730","ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA","4301","OVALLE","5","4","9"
"731","ESCUELA EL TRAPICHE","4301","OVALLE","1","1","2"
"733","ESCUELA PADRE DAMIAN HEREDIA","4301","OVALLE","1","4","5"
"737","ESCUELA BASICA VALENTIN LETELIER","4301","OVALLE","5","5","10"
"740","ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS","4301","OVALLE","5","3","8"
"743","ESCUELA CARACHILLA","4301","OVALLE","1","1","2"
"747","ESCUELA CERRO TAMAYA","4301","OVALLE","3","8","11"
"750","ESCUELA ELVIRA DEL CARMEN OCHOA  AVILES","4301","OVALLE","4","11","15"
"753","ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL","4301","OVALLE","3","12","15"
"757","ESCUELA BASICA EL GUINDO","4301","OVALLE","5","4","9"
"759","ESCUELA BASICA GASPAR CABRALES","4301","OVALLE","0","3","3"
"773","ESCUELA SAMO ALTO","4305","RIO HURTADO","4","7","11"
"774","COLEGIO PICHASCA","4305","RIO HURTADO","12","8","20"
"793","ESCUELA BASICA DE  SERON","4305","RIO HURTADO","2","3","5"
"798","ESCUELA EL PALQUI","4303","MONTE PATRIA","45","46","91"
"799","COLEGIO REPUBLICA DE CHILE","4303","MONTE PATRIA","28","30","58"
"800","ESCUELA HUATULAME","4303","MONTE PATRIA","8","12","20"
"803","ESC.CONCENTRACION FRONTERIZA DE TULAHUEN","4303","MONTE PATRIA","13","26","39"
"804","ESCUELA BASICA WENCESLAO VARGAS","4303","MONTE PATRIA","7","6","13"
"809","ESCUELA DE HUANILLA","4303","MONTE PATRIA","2","1","3"
"821","ESCUELA DE FLOR DEL VALLE","4303","MONTE PATRIA","6","10","16"
"822","ESCUELA JUNTAS","4303","MONTE PATRIA","8","5","13"
"827","COLEGIO RIO GRANDE","4303","MONTE PATRIA","12","14","26"
"833","ESCUELA SANTA BERNARDITA","4303","MONTE PATRIA","8","10","18"
"839","ESCUELA CHILECITO","4303","MONTE PATRIA","1","3","4"
"847","ESCUELA BASICA AMERICA","4302","COMBARBALA","30","29","59"
"848","ESCUELA ALEJANDRO CHELEN ROJAS","4303","MONTE PATRIA","14","21","35"
"849","ESCUELA BASICA JUANITA FERNANDEZ SOLAR","4302","COMBARBALA","7","9","16"
"850","ESCUELA JUAN LUIS SAN FUENTES","4302","COMBARBALA","1","4","5"
"851","ESCUELA BASICA ARTURO PEREZ CANTO","4302","COMBARBALA","2","2","4"
"852","ESCUELA BASICA PEDRO DE VALDIVIA","4302","COMBARBALA","6","11","17"
"870","ESCUELA BASICA CAMILO HENRIQUEZ GONZALEZ","4302","COMBARBALA","1","4","5"
"871","ESCUELA BASICA LUIS ENRIQUE BOU PEREZ","4302","COMBARBALA","0","1","1"
"876","ESCUELA BASICA CLAUDIO MATTE","4302","COMBARBALA","1","0","1"
"879","ESCUELA BASICA BENJAMIN VICUNA MACKENNA","4302","COMBARBALA","3","1","4"
"888","ESCUELA BASICA BOSQUE DE QUILLAY","4302","COMBARBALA","0","2","2"
"897","ESCUELA BELGICA","4304","PUNITAQUI","30","31","61"
"905","ESCUELA CHALINGA","4301","OVALLE","3","4","7"
"908","ESCUELA TABALI","4301","OVALLE","5","5","10"
"910","ESC.BASICA SAN ANTONIO DE LA VILLA","4301","OVALLE","0","5","5"
"915","ESCUELA MARCOS RIGOBERTO  PIZARRO ARAYA","4301","OVALLE","5","4","9"
"929","ESCUELA LOS NOGALES","4301","OVALLE","4","6","10"
"932","ESCUELA UNION CAMPESINA","4301","OVALLE","7","4","11"
"937","ESCUELA ALCONES BAJOS","4301","OVALLE","6","1","7"
"945","ESCUELA SOL NACIENTE","4304","PUNITAQUI","2","3","5"
"946","ESCUELA TERESITA DE LOS ANDES","4304","PUNITAQUI","5","10","15"
"947","ESCUELA AURORA DE CHILE","4301","OVALLE","4","4","8"
"953","ESCUELA PATRICIO ZEBALLOS","4301","OVALLE","7","10","17"
"964","ESCUELA BASICA MUNICIPAL DE ADULTOS","4201","ILLAPEL","4","6","10"
"967","LICEO DOMINGO ORTIZ DE ROZAS","4201","ILLAPEL","8","7","15"
"969","ESCUELA BASICA VALLE DEL CHOAPA","4201","ILLAPEL","28","30","58"
"970","ESCUELA JUAN CARRASCO RISCO","4201","ILLAPEL","5","12","17"
"971","ESCUELA BASICA SAN RAFAEL DE ROZAS","4201","ILLAPEL","31","0","31"
"972","ESCUELA BASICA JORGE ARACENA RAMOS","4201","ILLAPEL","11","17","28"
"973","ESCUELA BASICA CLEMENCIA VILLARROEL","4201","ILLAPEL","2","8","10"
"974","ESCUELA BASICA CAMILO HENRIQUEZ","4201","ILLAPEL","2","7","9"
"976","ESCUELA BASICA LAS PALMERAS DE LIMAHUIDA","4201","ILLAPEL","8","8","16"
"977","ESCUELA BASICA GRACIELA DIAZ ALLENDE","4201","ILLAPEL","2","2","4"
"982","ESCUELA BASICA VILLA LOS NARANJOS","4201","ILLAPEL","15","28","43"
"1013","LICEO DE SALAMANCA","4204","SALAMANCA","10","6","16"
"1014","ESCUELA MATILDE SALAMANCA","4204","SALAMANCA","18","21","39"
"1015","ESCUELA BASICA DIAGUITAS DE CHALINGA","4204","SALAMANCA","10","9","19"
"1016","ESCUELA TRANQUILLA","4204","SALAMANCA","5","4","9"
"1017","ESCUELA BASICA BERTA HIDALGO BARAHONA","4204","SALAMANCA","3","4","7"
"1018","ESCUELA EL TAMBO","4204","SALAMANCA","3","7","10"
"1019","ESCUELA BASICA  CHILLEPIN","4204","SALAMANCA","11","12","23"
"1020","ESCUELA BASICA GUISELA GAMBOA SALINAS","4204","SALAMANCA","9","10","19"
"1022","ESCUELA COIRON","4204","SALAMANCA","1","2","3"
"1031","ESCUELA BASICA JULIO ECHAVARRIA","4204","SALAMANCA","8","3","11"
"1032","ESCUELA BASICA SAN AGUSTIN","4204","SALAMANCA","0","1","1"
"1033","ESCUELA BASICA PANGUESILLO","4204","SALAMANCA","2","4","6"
"1034","ESCUELA LOS CORRALES","4204","SALAMANCA","2","3","5"
"1049","COLEGIO DIEGO DE ALMAGRO","4203","LOS VILOS","27","28","55"
"1050","ESCUELA BASICA ERCOLE BENCINI","4203","LOS VILOS","3","20","23"
"1051","ESCUELA BASICA TERESA CANNON DE B.","4203","LOS VILOS","23","17","40"
"1052","ESCUELA BASICA PABLO BARRIOLHET","4203","LOS VILOS","8","7","15"
"1059","ESCUELA CLARA VIAL ORREGO","4203","LOS VILOS","9","9","18"
"1077","ESCUELA MUNICIPAL CANELA BAJA","4202","CANELA","33","16","49"
"1078","ESCUELA BASICA JUAN ANTONIO RIOS","4202","CANELA","6","5","11"
"1087","ESCUELA BASICA CANELA ALTA","4202","CANELA","16","26","42"
"1092","ESCUELA BASICA MINCHA NORTE","4202","CANELA","2","2","4"
"1099","ESCUELA VIOLETA PARRA","4202","CANELA","2","2","4"
"1100","ESC.BASICA CARLOS VIAL ESPANTOSO","4202","CANELA","4","3","7"
"1120","CENTRO DE EDUCACION DE ADULTOS LA LIGUA","5401","LA LIGUA","0","2","2"
"1122","ESCUELA REPUBLICA DE VENEZUELA","5401","LA LIGUA","8","26","34"
"1123","ESCUELA GABRIELA MISTRAL","5401","LA LIGUA","33","28","61"
